stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id
"vic:rail:WGS_BR2","Bike & Ride 2","-37.70102645","144.77353703","3","vic:rail:WGS","","Level 0"
"vic:rail:WGS_ConX","Connex","-37.70112872","144.77418045","","vic:rail:WGS","","Level 0"
"vic:rail:WGS_DP1","Decision point 1","-37.70066553","144.77399016","3","vic:rail:WGS","","Level 1"
"vic:rail:WGS_DP2","Decision point 2","-37.70070070","144.77394374","3","vic:rail:WGS","","Level 2"
"vic:rail:WGS_DP3","Decision point 3","-37.70076139","144.77381717","3","vic:rail:WGS","","Level 2"
"vic:rail:WGS_DP4","Decision point 4","-37.70092588","144.77346065","3","vic:rail:WGS","","Level 2"
"vic:rail:WGS_EN1","Watergardens Cct Rd","-37.70022679","144.77366303","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_EN2","Watergardens Cct Rd","-37.70050170","144.77390433","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_EN3","Watergardens Cct Rd","-37.70057632","144.77403820","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_EN4","Watergardens Cct Rd","-37.70069533","144.77413671","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_EN5","Watergardens Cct Rd","-37.70077618","144.77412295","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_EN6","Watergardens Cct Rd","-37.70109612","144.77436290","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_EN7","Sydenham Rd","-37.70093424","144.77342637","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_LI1","Lift 1","-37.70064837","144.77403604","3","vic:rail:WGS","","Level 1"
"vic:rail:WGS_LI2","Lift 2","-37.70071014","144.77396614","3","vic:rail:WGS","","Level 1"
"vic:rail:WGS_LI3","Lift 3","-37.70079720","144.77380475","3","vic:rail:WGS","","Level 2"
"vic:rail:WGS_LI4","Sydenham Rd","-37.70090744","144.77343852","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_LI5","Sydenham Rd","-37.70095183","144.77340316","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_PR1","Park & Ride 1","-37.69900064","144.77267899","3","vic:rail:WGS","","Level 0"
"vic:rail:WGS_PR2","Park & Ride 2","-37.70209260","144.77511569","3","vic:rail:WGS","","Level 0"
"vic:rail:WGS_PR3","Park & Ride 3","-37.70176841","144.77369630","3","vic:rail:WGS","","Level 0"
"vic:rail:WGS_TX1","Taxi Zone","-37.70015881","144.77388056","3","vic:rail:WGS","","Level 0"
"vic:rail:WIA","Winchelsea Railway Station","-38.24013506","143.98413389","1","","1",""
"vic:rail:WNO","Woodend Railway Station","-37.35879859","144.52589012","1","","1",""
"vic:rail:WOD","Wodonga Railway Station","-36.10584513","146.87126565","1","","1",""
"vic:rail:WPP","Waurn Ponds Railway Station","-38.21580573","144.30683114","1","","1",""
"vic:rail:WRT","Wangaratta Railway Station","-36.35515492","146.31702684","1","","1",""
"vic:rail:WVL","Wyndham Vale Railway Station","-37.87252742","144.60835702","1","","1",""
"vic:rail:YON","Yarragon Railway Station","-38.20315754","146.06306280","1","","1",""
